1	28.158625
2	27.730560
3	27.252106
4	26.726015
5	26.155975
6	25.547119
7	24.906132
8	24.241039
9	23.561195
10	22.876322
11	22.197989
12	21.538292
13	20.909742
14	20.324297
15	19.793446
16	19.326731
17	18.931694
18	18.612936
19	18.372501
20	18.207598
21	18.111904
22	18.075855
23	18.086369
24	18.127922
25	18.184088
26	18.238012
27	18.273827
28	18.277477
29	18.237164
30	18.145050
31	17.995852
32	17.787390
33	17.520210
34	17.196962
35	16.821688
36	16.399473
37	15.935851
38	15.436011
39	14.903884
40	14.342923
41	13.757077
42	13.150144
43	12.525829
44	11.890311
45	11.251044
46	10.616947
47	9.999296
48	9.411757
49	8.869414
50	8.387907
51	7.982704
52	7.668540
53	7.459024
54	7.364044
55	7.390687
56	7.541762
57	7.816232
58	8.208681
59	8.711550
60	9.314040
61	10.003368
62	10.764796
63	11.583546
64	12.445277
65	13.335772
66	14.241189
67	15.149426
68	16.048529
69	16.927523
70	17.775990
71	18.583714
72	19.341061
73	20.038149
74	20.664577
75	21.210211
76	21.665211
77	22.021364
78	22.271900
79	22.410786
80	22.434322
81	22.342274
82	22.136627
83	21.822010
84	21.405933
85	20.898745
86	20.312431
87	19.660133
88	18.956333
89	18.215515
90	17.452316
91	16.679869
92	15.909257
93	15.151487
94	14.414970
95	13.707149
96	13.033909
97	12.401030
98	11.813657
99	11.276909
100	10.796114
101	10.377400
102	10.026452
103	9.749034
104	9.550632
105	9.436261
106	9.408978
107	9.470987
108	9.622354
109	9.860662
110	10.182110
111	10.580866
112	11.050603
113	11.584368
114	12.174691
115	12.814424
116	13.496899
117	14.216152
118	14.967692
119	15.747248
120	16.550320
121	17.373602
122	18.213663
123	19.066608
124	19.927925
125	20.792332
126	21.653246
127	22.503412
128	23.333870
129	24.134695
130	24.895275
131	25.604412
132	26.249729
133	26.819675
134	27.302891
135	27.689568
136	27.971214
137	28.142120
138	28.199383
139	28.143120
140	27.977009
