1	0.003985	0.042565	0.285277
2	0.004063        0.031063        0.291762
3	0.003240        0.024726        0.209516
4	0.003411        0.023930        0.204797
5	0.003298        0.021761        0.211179
6	0.003348        0.026502        0.201733
7	0.003624        0.023215        0.226684
8	0.003278        0.022177        0.213261
9	0.003483        0.025515        0.203808
10	0.003446        0.024190        0.209259
11	0.003753        0.022995        0.214579
12	0.003702        0.023419        0.212835
13	0.003223        0.021565        0.205592
14	0.003190        0.026619        0.219590
15	0.003583        0.020517        0.213935
16	0.003529        0.024599        0.238425
17	0.003642        0.020171        0.257042
18	0.003047        0.022448        0.197475
19	0.003245        0.022662        0.214758
20	0.003207        0.024406        0.188644
21	0.003204        0.021771        0.183572
22	0.003576        0.020665        0.228205
23	0.003289        0.020167        0.282939
24	0.003298        0.021634        0.302324
25	0.003513        0.019498        0.325756
26	0.003962        0.020661        0.303526
27	0.004092        0.021660        0.260027
28	0.003919        0.020252        0.334867
29	0.003751        0.020706        0.266407
30	0.003380        0.019929        0.398159
31	0.003698        0.019861        0.353060
32	0.003703        0.020552        0.288665
33	0.003592        0.018807        0.412746
34	0.004269        0.019602        0.366409
35	0.003521        0.019637        0.275505
36	0.003656        0.020047        0.385844
37	0.003804        0.019765        0.365745
38	0.003600        0.020747        0.549803
39	0.003566        0.020159        0.408909
40	0.003646        0.019295        0.314878
41	0.003350        0.020466        0.232286
42	0.003664        0.020045        0.246182
43	0.003475        0.019807        0.299868
44	0.003550        0.020826        0.324543
45	0.004135        0.019197        0.404716
46	0.003635        0.020090        0.309593
47	0.003506        0.021028        0.183143
48	0.003688        0.020224        0.180489
49	0.003903        0.020066        0.180666
50	0.003496        0.018892        0.183506
51	0.003860        0.020282        0.188048
52	0.003331        0.019829        0.192772
53	0.003154        0.019244        0.180687
54	0.003800        0.020072        0.167504
55	0.003411        0.020829        0.228137
56	0.003095        0.020202        0.213521
57	0.003332        0.020536        0.177951
58	0.003714        0.020471        0.181775
59	0.003410        0.019442        0.205251
60	0.003683        0.019901        0.174417
61	0.003763        0.019491        0.179524
62	0.003482        0.020010        0.183174
63	0.003156        0.021007        0.181509
64	0.003251        0.020498        0.176269
65	0.003655        0.019568        0.195067
66	0.003393        0.019721        0.174526
67	0.003158        0.020484        0.180303
68	0.003589        0.024672        0.194918
69	0.003519        0.022812        0.188459
70	0.003801        0.019246        0.193871
71	0.004204        0.019804        0.194273
72	0.003730        0.020136        0.185818
73	0.003169        0.020360        0.182491
74	0.002799        0.020245        0.262085
75	0.003718        0.020546        0.254594
76	0.003282        0.019337        0.235120
77	0.003835        0.019745        0.202506
78	0.003764        0.019976        0.224920
79	0.003711        0.018841        0.260620
80	0.003951        0.019295        0.215807
81	0.003383        0.019276        0.276765
82	0.003207        0.020889        0.326832
83	0.003412        0.020309        0.230653
84	0.003721        0.019610        0.297069
85	0.003335        0.019224        0.339946
86	0.003701        0.022221        0.292928
87	0.003938        0.020262        0.324140
88	0.003513        0.021670        0.354996
89	0.003703        0.018843        0.270026
90	0.003682        0.019171        0.260605
91	0.003858        0.019216        0.292010
92	0.003460        0.019351        0.268007
93	0.003670        0.019897        0.338647
94	0.003365        0.020775        0.276356
95	0.003791        0.019750        0.312655
96	0.003701        0.019101        0.296300
97	0.004085        0.019300        0.211343
98	0.004005        0.018786        0.188634
99	0.003610        0.018566        0.188447
100	0.003134        0.020373        0.186853
101	0.003964        0.020386        0.200682
102	0.003971        0.020721        0.217973
103	0.003790        0.020164        0.214599
104	0.003628        0.019786        0.226782
105	0.003223        0.020053        0.213582
106	0.003728        0.020129        0.220915
107	0.003340        0.021219        0.218775
108	0.003677        0.019686        0.221785
109	0.003853        0.019840        0.176838
110	0.003785        0.020105        0.180438
111	0.004119        0.019169        0.182918
112	0.003324        0.019076        0.186738
113	0.003715        0.018870        0.196397
114	0.003991        0.020582        0.211450
115	0.003593        0.019294        0.201030
116	0.003356        0.019326        0.209656
117	0.003680        0.018747        0.205175
118	0.003134        0.020109        0.201498
119	0.003861        0.020369        0.199706
120	0.003978        0.020484        0.203003
121	0.003230        0.018725        0.200008
122	0.003286        0.020008        0.181751
123	0.003335        0.018940        0.183936
124	0.003889        0.019211        0.179054
125	0.003828        0.019520        0.183887
126	0.003375        0.020310        0.179767
127	0.003126        0.018585        0.176817
128	0.003479        0.020103        0.183687
129	0.003584        0.020714        0.191416
130	0.003301        0.019020        0.206126
131	0.003651        0.019775        0.287670
132	0.003844        0.020303        0.247292
133	0.003758        0.019526        0.231589
134	0.003591        0.018479        0.247564
135	0.003590        0.019578        0.244668
136	0.003213        0.020936        0.233557
137	0.003822        0.019773        0.226967
138	0.003374        0.020623        0.217691
139	0.003641        0.018731        0.270058
140	0.003780        0.019157        0.242608
141	0.003631        0.019205        0.207429
142	0.003416        0.019859        0.311978
143	0.003809        0.019258        0.463013
144	0.003664        0.019113        0.357878
145	0.003289        0.019584        0.266925
146	0.004282        0.018842        0.493183
147	0.003704        0.020031        0.321567
148	0.003335        0.019993        0.357347
149	0.003605        0.019847        0.453414
150	0.003677        0.019286        0.391711
151	0.003640        0.020099        0.333074
152	0.003109        0.019179        0.396277
153	0.003684        0.019925        0.359293
154	0.003945        0.018639        0.378832
155	0.003860        0.019966        0.356484
156	0.003978        0.019479        0.305333
157	0.003619        0.019605        0.294872
158	0.003146        0.020248        0.282227
159	0.003559        0.019419        0.303905
160	0.004150        0.019850        0.255795
161	0.003966        0.019700        0.261495
162	0.003749        0.020093        0.316316
163	0.004294        0.019375        0.262676
164	0.003910        0.020151        0.284828
165	0.003464        0.020659        0.202887
166	0.003814        0.019825        0.176215
167	0.003736        0.020649        0.172081
168	0.003253        0.019453        0.173371
169	0.004693        0.019276        0.175237
170	0.003933        0.021139        0.176178
171	0.003712        0.020375        0.180968
172	0.003589        0.020193        0.181026
173	0.003528        0.019120        0.179455
174	0.003809        0.021797        0.181816
175	0.003792        0.020311        0.292984
176	0.003773        0.022380        0.180654
177	0.003058        0.019662        0.185719
178	0.003205        0.019345        0.176137
